No Faktur,Tanggal,Nama Outlet,Nama Kasir,Jam,Deskripsi Produk,Modifier,Jumlah Barang,Jumlah dibatalkan,Harga Per Barang,Jumlah Harga,Diskon Per Barang,Tipe Diskon per Barang,Diskon Transaksi,Tipe Diskon Transaksi,Pajak,Subtotal,Status,Metode Pembayaran,No. Referensi
42710EKM,22-11-2020,Tovi Kohi,Toko,10:20:34,"Vanilla Milk, Ice",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
42622PBJ,21-11-2020,Tovi Kohi,Toko,22:40:37,"Americano, Ice",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
42622WBE,21-11-2020,Tovi Kohi,Toko,22:36:09,"Matcha Latte, Ice",,3,0,17000,51000,0,,0,,0,51000,Transaksi,CASH,
42622WBE,21-11-2020,Tovi Kohi,Toko,22:36:09,"Vietnam Drip, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
42621BEK,21-11-2020,Tovi Kohi,Toko,21:39:35,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42621BEK,21-11-2020,Tovi Kohi,Toko,21:39:35,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
42621BEK,21-11-2020,Tovi Kohi,Toko,21:39:35,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
42621BEK,21-11-2020,Tovi Kohi,Toko,21:39:35,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
426213J8,21-11-2020,Tovi Kohi,Toko,21:35:30,"Gula Aren, Original",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
42621D8K,21-11-2020,Tovi Kohi,Toko,21:29:04,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
426218Z1,21-11-2020,Tovi Kohi,Toko,21:26:22,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
426218Z1,21-11-2020,Tovi Kohi,Toko,21:26:22,"Croissant,",,1,0,4000,4000,0,,0,,0,4000,Transaksi,CASH,
426218Z1,21-11-2020,Tovi Kohi,Toko,21:26:22,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
426218Z1,21-11-2020,Tovi Kohi,Toko,21:26:22,"Lemon Tea, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
426218Z1,21-11-2020,Tovi Kohi,Toko,21:26:22,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
426218Z1,21-11-2020,Tovi Kohi,Toko,21:26:22,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
4262086I,21-11-2020,Tovi Kohi,Toko,20:51:41,"Cappuchino, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
4262086I,21-11-2020,Tovi Kohi,Toko,20:51:41,"Vanilla Milk, Ice",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
4262018F,21-11-2020,Tovi Kohi,Toko,20:21:11,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
4262018F,21-11-2020,Tovi Kohi,Toko,20:21:11,"Choco Hazelnut, Ice",,1,0,22000,22000,0,,0,,0,22000,Transaksi,CASH,
4262018F,21-11-2020,Tovi Kohi,Toko,20:21:11,"Choco Latte, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
4262018F,21-11-2020,Tovi Kohi,Toko,20:21:11,"Pink Story, Ice",,3,0,17000,51000,0,,0,,0,51000,Transaksi,CASH,
4262018F,21-11-2020,Tovi Kohi,Toko,20:21:11,"Risoles,",,2,0,15000,30000,0,,0,,0,30000,Transaksi,CASH,
42613OSY,21-11-2020,Tovi Kohi,Toko,13:12:29,"Cafe Latte, Original",,2,0,16000,32000,0,,12000,"Rp ,",0,20000,Transaksi,CASH,
4252203Q,20-11-2020,Tovi Kohi,Toko,22:07:07,"Brownies Baymax,",,2,0,5000,10000,0,,2000,"Rp ,",0,8000,Transaksi,CASH,
4252102I,20-11-2020,Tovi Kohi,Toko,21:53:47,"Long Black,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
42519O41,20-11-2020,Tovi Kohi,Toko,19:18:26,"Cappuchino, Classic",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
42519NHX,20-11-2020,Tovi Kohi,Toko,19:17:13,"Rum,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
424213IB,19-11-2020,Tovi Kohi,Toko,21:12:28,"Brownies Baymax,",,2,0,5000,10000,0,,714,"Rp ,",0,9286,Transaksi,CASH,
424213IB,19-11-2020,Tovi Kohi,Toko,21:12:28,"Cafe Latte, Flavour",,1,0,18000,18000,0,,1286,"Rp ,",0,16714,Transaksi,CASH,
424213IB,19-11-2020,Tovi Kohi,Toko,21:12:28,"Cappuchino, Classic",,1,0,16000,16000,0,,1143,"Rp ,",0,14857,Transaksi,CASH,
424213IB,19-11-2020,Tovi Kohi,Toko,21:12:28,"French Fries, Reguler",,1,0,12000,12000,0,,857,"Rp ,",0,11143,Transaksi,CASH,
424202RZ,19-11-2020,Tovi Kohi,Toko,20:47:40,"Brownies Baymax,",,1,0,5000,5000,0,,0,,0,5000,Transaksi,CASH,
424202RZ,19-11-2020,Tovi Kohi,Toko,20:47:40,"Hazelnut,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42420G5K,19-11-2020,Tovi Kohi,Toko,20:46:28,"Brownies Baymax,",,1,0,5000,5000,0,,366,"Rp ,",0,4634,Transaksi,CASH,
42420G5K,19-11-2020,Tovi Kohi,Toko,20:46:28,"Butter Scotch, Ice",,1,0,18000,18000,0,,1317,"Rp ,",0,16683,Transaksi,CASH,
42420G5K,19-11-2020,Tovi Kohi,Toko,20:46:28,"Rum,",,1,0,18000,18000,0,,1317,"Rp ,",0,16683,Transaksi,CASH,
42420P5V,19-11-2020,Tovi Kohi,Igoy,20:39:28,"Brownies Baymax,",,1,0,5000,5000,0,,254,"Rp ,",0,4746,Transaksi,GOPAY,
42420P5V,19-11-2020,Tovi Kohi,Igoy,20:39:28,"Butter Scotch, Ice",,1,0,18000,18000,0,,915,"Rp ,",0,17085,Transaksi,GOPAY,
42420P5V,19-11-2020,Tovi Kohi,Igoy,20:39:28,"Hazelnut,",,1,0,18000,18000,0,,915,"Rp ,",0,17085,Transaksi,GOPAY,
42420P5V,19-11-2020,Tovi Kohi,Igoy,20:39:28,"Rum,",,1,0,18000,18000,0,,915,"Rp ,",0,17085,Transaksi,GOPAY,
42419LFP,19-11-2020,Tovi Kohi,Toko,19:28:28,"Choco Hazelnut, Ice",,1,0,22000,22000,0,,0,,0,22000,Transaksi,CASH,
42419LFP,19-11-2020,Tovi Kohi,Toko,19:28:28,"V-60, Japstyle",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42419OFC,19-11-2020,Tovi Kohi,Toko,19:27:37,galon x3,,1,1,15000,0,0,,0,,0,0,Dibatalkan,CASH,
42418AQ0,19-11-2020,Tovi Kohi,Toko,18:52:14,"Air mineral,",,1,0,3000,3000,0,,0,,0,3000,Transaksi,CASH,
42418AQ0,19-11-2020,Tovi Kohi,Toko,18:52:14,"Hazelnut,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
4241855N,19-11-2020,Tovi Kohi,Toko,18:20:35,"Lemon Tea, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
424181U4,19-11-2020,Tovi Kohi,Toko,18:17:36,"Brownies Baymax,",,1,0,5000,5000,0,,288,"Rp ,",0,4712,Transaksi,CASH,
424181U4,19-11-2020,Tovi Kohi,Toko,18:17:36,"Dragon Tea, Ice",,1,0,12000,12000,0,,692,"Rp ,",0,11308,Transaksi,CASH,
424181U4,19-11-2020,Tovi Kohi,Toko,18:17:36,"Hazelnut,",,1,0,18000,18000,0,,1038,"Rp ,",0,16962,Transaksi,CASH,
424181U4,19-11-2020,Tovi Kohi,Toko,18:17:36,"Pink Story, Ice",,1,0,17000,17000,0,,981,"Rp ,",0,16019,Transaksi,CASH,
42415SWY,19-11-2020,Tovi Kohi,Toko,15:01:13,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42322GC9,18-11-2020,Tovi Kohi,Toko,22:16:14,Churos,,3,0,12000,36000,0,,5400,"% ,",0,30600,Transaksi,CASH,
423220KJ,18-11-2020,Tovi Kohi,Toko,22:13:52,"Choco Latte, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
42322S2B,18-11-2020,Tovi Kohi,Toko,22:13:32,"Dragon Tea, Ice",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
42322ARX,18-11-2020,Tovi Kohi,Toko,22:10:45,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
42322ARX,18-11-2020,Tovi Kohi,Toko,22:10:45,"Cinnamon Coffee,",,1,0,25000,25000,0,,0,,0,25000,Transaksi,CASH,
42322ARX,18-11-2020,Tovi Kohi,Toko,22:10:45,"Dragon Tea, Ice",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
4232181P,18-11-2020,Tovi Kohi,Toko,21:32:20,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
42321SDX,18-11-2020,Tovi Kohi,Toko,21:22:41,"Brownies Baymax,",,1,0,5000,5000,0,,110,"Rp ,",0,4890,Transaksi,"CASH, CASH, CASH",
42321SDX,18-11-2020,Tovi Kohi,Toko,21:22:41,"Cinnamon Coffee,",,1,0,25000,25000,0,,549,"Rp ,",0,24451,Transaksi,"CASH, CASH, CASH",
42321SDX,18-11-2020,Tovi Kohi,Toko,21:22:41,"Dragon Tea, Ice",,1,0,12000,12000,0,,264,"Rp ,",0,11736,Transaksi,"CASH, CASH, CASH",
42321SDX,18-11-2020,Tovi Kohi,Toko,21:22:41,"Gula Aren, Original",,1,0,17000,17000,0,,374,"Rp ,",0,16626,Transaksi,"CASH, CASH, CASH",
42321SDX,18-11-2020,Tovi Kohi,Toko,21:22:41,"V-60, Original",,1,0,17000,17000,0,,374,"Rp ,",0,16626,Transaksi,"CASH, CASH, CASH",
42321SDX,18-11-2020,Tovi Kohi,Toko,21:22:41,"Vietnam Drip, Hot",,1,0,15000,15000,0,,330,"Rp ,",0,14670,Transaksi,"CASH, CASH, CASH",
42319AHZ,18-11-2020,Tovi Kohi,Toko,19:11:17,"Dragon Tea, Ice",,1,1,12000,0,0,,0,,0,0,Dibatalkan,CASH,
42319AHZ,18-11-2020,Tovi Kohi,Toko,19:11:17,"Salted Caramel,",,1,1,18000,0,0,,0,,0,0,Dibatalkan,CASH,
42319AHZ,18-11-2020,Tovi Kohi,Toko,19:11:17,brownies,,1,1,2000,0,0,,0,,0,0,Dibatalkan,CASH,
42318II8,18-11-2020,Tovi Kohi,Toko,18:41:56,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42318MK1,18-11-2020,Tovi Kohi,Toko,18:40:07,"Vanilla Milk, Ice",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
4231867S,18-11-2020,Tovi Kohi,Toko,18:39:44,"Cireng , Reguler",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
4231867S,18-11-2020,Tovi Kohi,Toko,18:39:44,"Matcha Latte, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
4231867S,18-11-2020,Tovi Kohi,Toko,18:39:44,"Rum,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42318BCJ,18-11-2020,Tovi Kohi,Toko,18:39:24,"Extra Telur,",,1,0,4000,4000,0,,2667,"Rp ,",0,1333,Transaksi,CASH,
42318BCJ,18-11-2020,Tovi Kohi,Toko,18:39:24,"Indomie Goreng, Reguler",,1,0,8000,8000,0,,5333,"Rp ,",0,2667,Transaksi,CASH,
423189FA,18-11-2020,Tovi Kohi,Toko,18:38:25,"Indomie Goreng, Reguler",,1,0,8000,8000,0,,0,,0,8000,Transaksi,CASH,
42313KP6,18-11-2020,Tovi Kohi,Toko,13:34:51,"Cireng , Reguler",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
42313KP6,18-11-2020,Tovi Kohi,Toko,13:34:51,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
42312EE8,18-11-2020,Tovi Kohi,Toko,12:13:53,"To - Brew,",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
422212H0,17-11-2020,Tovi Kohi,Toko,21:59:13,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
42221FVP,17-11-2020,Tovi Kohi,Toko,21:49:26,"Gula Aren, Original",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
422202L4,17-11-2020,Tovi Kohi,Toko,20:26:14,"Cinnamon Coffee,",,2,0,25000,50000,0,,0,,0,50000,Transaksi,CASH,
42220ZN9,17-11-2020,Tovi Kohi,Toko,20:17:24,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
42220ZN9,17-11-2020,Tovi Kohi,Toko,20:17:24,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
42220ZFA,17-11-2020,Tovi Kohi,Toko,20:06:33,"Cireng , Reguler",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
42220ZFA,17-11-2020,Tovi Kohi,Toko,20:06:33,"Milk Tea, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42220ZFA,17-11-2020,Tovi Kohi,Toko,20:06:33,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
422192EM,17-11-2020,Tovi Kohi,Toko,19:38:49,"Dragon Tea, Ice",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
422192EM,17-11-2020,Tovi Kohi,Toko,19:38:49,"Indomie Goreng, Reguler",,1,0,8000,8000,0,,0,,0,8000,Transaksi,CASH,
422192EM,17-11-2020,Tovi Kohi,Toko,19:38:49,keju,,1,0,3000,3000,0,,0,,0,3000,Transaksi,CASH,
42218RMQ,17-11-2020,Tovi Kohi,Toko,18:33:53,"Lemon Tea, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
42217ZDE,17-11-2020,Tovi Kohi,Toko,17:20:50,"Coffee & Cream,",,1,0,20000,20000,0,,2143,"Rp ,",0,17857,Transaksi,CASH,
42217ZDE,17-11-2020,Tovi Kohi,Toko,17:20:50,"Garlic Bread,",,1,0,8000,8000,0,,857,"Rp ,",0,7143,Transaksi,CASH,
422179UY,17-11-2020,Tovi Kohi,Toko,17:20:24,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42217MIL,17-11-2020,Tovi Kohi,Toko,17:18:59,"Coffee Beer,",,1,1,20000,0,0,,0,"Rp ,",0,0,Dibatalkan,CASH,
42217MIL,17-11-2020,Tovi Kohi,Toko,17:18:59,"Garlic Bread,",,1,1,8000,0,0,,0,"Rp ,",0,0,Dibatalkan,CASH,
42216FWT,17-11-2020,Tovi Kohi,Toko,16:10:20,"Indomie Rebus, Reguler",,1,0,8000,8000,0,,727,"Rp ,",0,7273,Transaksi,CASH,
42216FWT,17-11-2020,Tovi Kohi,Toko,16:10:20,"mie tektek,",,1,0,14000,14000,0,,1273,"Rp ,",0,12727,Transaksi,CASH,
42122K52,16-11-2020,Tovi Kohi,Toko,22:30:08,"Butter Scotch, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42122AJW,16-11-2020,Tovi Kohi,Toko,22:21:04,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
42122QAF,16-11-2020,Tovi Kohi,Toko,22:20:42,"Dragon Tea, Ice",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
421226GF,16-11-2020,Tovi Kohi,Toko,22:20:15,"Dragon Tea, Hot",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
421226GF,16-11-2020,Tovi Kohi,Toko,22:20:15,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
421226GF,16-11-2020,Tovi Kohi,Toko,22:20:15,"Pink Story, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
421226GF,16-11-2020,Tovi Kohi,Toko,22:20:15,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42122AIE,16-11-2020,Tovi Kohi,Toko,22:18:55,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
42122AIE,16-11-2020,Tovi Kohi,Toko,22:18:55,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42121YQD,16-11-2020,Tovi Kohi,Toko,21:41:12,"Cafe Latte, Original",,1,0,16000,16000,0,,3810,"Rp ,",0,12190,Transaksi,CASH,
42121YQD,16-11-2020,Tovi Kohi,Toko,21:41:12,"Croissant,",,2,0,4000,8000,0,,1905,"Rp ,",0,6095,Transaksi,CASH,
42121YQD,16-11-2020,Tovi Kohi,Toko,21:41:12,"Flat White,",,1,0,18000,18000,0,,4286,"Rp ,",0,13714,Transaksi,CASH,
42120V53,16-11-2020,Tovi Kohi,Toko,20:39:20,"Indomie Rebus, Reguler",,1,0,8000,8000,0,,0,,0,8000,Transaksi,CASH,
42120DVC,16-11-2020,Tovi Kohi,Toko,20:26:01,"Butter Scotch, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42120DVC,16-11-2020,Tovi Kohi,Toko,20:26:01,"Hazelnut,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42118EBZ,16-11-2020,Tovi Kohi,Toko,18:27:14,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
42117JHK,16-11-2020,Tovi Kohi,Toko,17:48:57,"Dragon Tea, Ice",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
42117JHK,16-11-2020,Tovi Kohi,Toko,17:48:57,"Indomie Goreng, Reguler",,1,0,8000,8000,0,,0,,0,8000,Transaksi,CASH,
42117JHK,16-11-2020,Tovi Kohi,Toko,17:48:57,"Vanilla Milk, Ice",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
421176MX,16-11-2020,Tovi Kohi,Toko,17:13:13,"Matcha Latte, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
421176MX,16-11-2020,Tovi Kohi,Toko,17:13:13,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
421176MX,16-11-2020,Tovi Kohi,Toko,17:13:13,"V-60, Japstyle",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42116W0F,16-11-2020,Tovi Kohi,Toko,16:27:24,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42022FAV,15-11-2020,Tovi Kohi,Toko,22:06:22,"Cinnamon Coffee,",,1,0,25000,25000,0,,0,,0,25000,Transaksi,CASH,
420228KV,15-11-2020,Tovi Kohi,Toko,22:06:05,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
42021XEV,15-11-2020,Tovi Kohi,Toko,21:48:06,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42021E0V,15-11-2020,Tovi Kohi,Toko,21:47:51,"Croissant,",,1,0,4000,4000,0,,0,,0,4000,Transaksi,CASH,
42021E0V,15-11-2020,Tovi Kohi,Toko,21:47:51,"Vanilla Milk, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
420214EB,15-11-2020,Tovi Kohi,Toko,21:30:30,"Vietnam Drip, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
420213LF,15-11-2020,Tovi Kohi,Toko,21:25:30,"Brownies Baymax,",,1,0,5000,5000,0,,652,"Rp ,",0,4348,Transaksi,CASH,
420213LF,15-11-2020,Tovi Kohi,Toko,21:25:30,"Hazelnut,",,1,0,18000,18000,0,,2348,"Rp ,",0,15652,Transaksi,CASH,
42021H54,15-11-2020,Tovi Kohi,Toko,21:25:13,"Americano, Hot",,1,0,14000,14000,0,,609,"Rp ,",0,13391,Transaksi,CASH,
42021H54,15-11-2020,Tovi Kohi,Toko,21:25:13,"Brownies Baymax,",,1,0,5000,5000,0,,217,"Rp ,",0,4783,Transaksi,CASH,
42021H54,15-11-2020,Tovi Kohi,Toko,21:25:13,"Choco Latte, Hot",,1,0,17000,17000,0,,739,"Rp ,",0,16261,Transaksi,CASH,
42021H54,15-11-2020,Tovi Kohi,Toko,21:25:13,"Hazelnut,",,1,0,18000,18000,0,,783,"Rp ,",0,17217,Transaksi,CASH,
42021H54,15-11-2020,Tovi Kohi,Toko,21:25:13,"Vietnam Drip, Hot",,1,0,15000,15000,0,,652,"Rp ,",0,14348,Transaksi,CASH,
42021YS4,15-11-2020,Tovi Kohi,Toko,21:00:24,"Croissant,",,1,0,4000,4000,0,,364,"Rp ,",0,3636,Transaksi,CASH,
42021YS4,15-11-2020,Tovi Kohi,Toko,21:00:24,"Hazelnut,",,1,0,18000,18000,0,,1636,"Rp ,",0,16364,Transaksi,CASH,
42019DFP,15-11-2020,Tovi Kohi,Nadila,19:30:21,"Air mineral,",,1,0,3000,3000,0,,0,,0,3000,Transaksi,CASH,
42019DFP,15-11-2020,Tovi Kohi,Nadila,19:30:21,"Choco Latte, Hot",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
42019YOM,15-11-2020,Tovi Kohi,Toko,19:10:47,"Brownies Baymax,",,1,0,5000,5000,0,,375,"Rp ,",0,4625,Transaksi,CASH,
42019YOM,15-11-2020,Tovi Kohi,Toko,19:10:47,"Hazelnut,",,1,0,18000,18000,0,,1350,"Rp ,",0,16650,Transaksi,CASH,
42019YOM,15-11-2020,Tovi Kohi,Toko,19:10:47,"Milk Tea, Ice",,1,0,17000,17000,0,,1275,"Rp ,",0,15725,Transaksi,CASH,
42016JVN,15-11-2020,Tovi Kohi,Toko,16:11:07,"Cafe Latte, Original",,1,0,16000,16000,0,,3000,"Rp ,",0,13000,Transaksi,CASH,
42016JVN,15-11-2020,Tovi Kohi,Toko,16:11:07,"Vanilla Milk, Ice",,1,0,16000,16000,0,,3000,"Rp ,",0,13000,Transaksi,CASH,
42014I5K,15-11-2020,Tovi Kohi,Toko,14:04:57,"Vietnam Drip, Ice",,1,0,17000,17000,0,,4500,"Rp ,",0,12500,Transaksi,CASH,
42014IRF,15-11-2020,Tovi Kohi,Toko,14:04:39,"Croissant,",,7,0,4000,28000,0,,8000,"Rp ,",0,20000,Transaksi,CASH,
42014IRF,15-11-2020,Tovi Kohi,Toko,14:04:39,"Vietnam Drip, Ice",,7,0,17000,119000,0,,34000,"Rp ,",0,85000,Transaksi,CASH,
420128WN,15-11-2020,Tovi Kohi,Toko,12:01:28,"Cinnamon Coffee,",,1,0,25000,25000,0,,0,,0,25000,Transaksi,CASH,
420128WN,15-11-2020,Tovi Kohi,Toko,12:01:28,"Croissant,",,2,0,4000,8000,0,,0,,0,8000,Transaksi,CASH,
41923W5K,14-11-2020,Tovi Kohi,Toko,23:26:41,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
41922O8P,14-11-2020,Tovi Kohi,Toko,22:49:09,"Piccolo, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
419224IQ,14-11-2020,Tovi Kohi,Toko,22:39:38,"Choco Latte, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
41922ZAZ,14-11-2020,Tovi Kohi,Toko,22:37:45,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
41922MIY,14-11-2020,Tovi Kohi,Toko,22:37:14,"Choco Latte, Hot",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
41922JES,14-11-2020,Tovi Kohi,Toko,22:27:21,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
41922MO3,14-11-2020,Tovi Kohi,Toko,22:26:13,"Butter Scotch, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
41922QYO,14-11-2020,Tovi Kohi,Toko,22:23:37,"Butter Scotch, Ice",,1,0,18000,18000,0,,2769,"Rp ,",0,15231,Transaksi,CASH,
41922QYO,14-11-2020,Tovi Kohi,Toko,22:23:37,"Croissant,",,1,0,4000,4000,0,,615,"Rp ,",0,3385,Transaksi,CASH,
41922QYO,14-11-2020,Tovi Kohi,Toko,22:23:37,"Gula Aren, Original",,1,0,17000,17000,0,,2615,"Rp ,",0,14385,Transaksi,CASH,
41922USM,14-11-2020,Tovi Kohi,Toko,22:14:27,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
41922USM,14-11-2020,Tovi Kohi,Toko,22:14:27,"French Fries, Reguler",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
41922USM,14-11-2020,Tovi Kohi,Toko,22:14:27,"Pink Story, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
41921MYF,14-11-2020,Tovi Kohi,Toko,21:55:24,"Brownies Baymax,",,1,0,5000,5000,0,,196,"Rp ,",0,4804,Transaksi,CASH,
41921MYF,14-11-2020,Tovi Kohi,Toko,21:55:24,"Gula Aren, Original",,1,0,17000,17000,0,,667,"Rp ,",0,16333,Transaksi,CASH,
41921MYF,14-11-2020,Tovi Kohi,Toko,21:55:24,"Matcha Latte, Hot",,1,0,15000,15000,0,,588,"Rp ,",0,14412,Transaksi,CASH,
41921MYF,14-11-2020,Tovi Kohi,Toko,21:55:24,"Vanilla Milk, Hot",,1,0,14000,14000,0,,549,"Rp ,",0,13451,Transaksi,CASH,
41921XZE,14-11-2020,Tovi Kohi,Toko,21:48:12,"Lemon Tea, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
41921LHV,14-11-2020,Tovi Kohi,Toko,21:07:32,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
41920R8A,14-11-2020,Tovi Kohi,Toko,20:10:29,"Lemon Tea, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
41920X55,14-11-2020,Tovi Kohi,Toko,20:08:01,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
41919OJ6,14-11-2020,Tovi Kohi,Toko,19:13:35,"Extra Telur,",,3,0,4000,12000,0,,908,"Rp ,",0,11092,Transaksi,CASH,
41919OJ6,14-11-2020,Tovi Kohi,Toko,19:13:35,"Gula Aren, Original",,1,0,17000,17000,0,,1286,"Rp ,",0,15714,Transaksi,CASH,
41919OJ6,14-11-2020,Tovi Kohi,Toko,19:13:35,"Indomie Rebus, Reguler",,2,0,8000,16000,0,,1210,"Rp ,",0,14790,Transaksi,CASH,
41919OJ6,14-11-2020,Tovi Kohi,Toko,19:13:35,"Lemon Tea, Ice",,2,0,14000,28000,0,,2118,"Rp ,",0,25882,Transaksi,CASH,
41919OJ6,14-11-2020,Tovi Kohi,Toko,19:13:35,"Piccolo, Hot",,2,0,14000,28000,0,,2118,"Rp ,",0,25882,Transaksi,CASH,
41919OJ6,14-11-2020,Tovi Kohi,Toko,19:13:35,"Rum,",,1,0,18000,18000,0,,1361,"Rp ,",0,16639,Transaksi,CASH,
